_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
477,1975015,16157175,25,M,B,2016-08-22T01:39:00,"4700 Block Stanton AV Pittsburgh, PA 15201",2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5506 Loitering and Prowling at Night / 5104.1 Disarming a Law Enforcement Officer,"4700 Block Stanton AV Pittsburgh, PA 15201",Stanton Heights,5,1005,9,2,-79.9365517,40.48080369
478,1975018,16155663,34,M,B,2016-08-19T19:52:00,"Federal ST S & Isabella ST Pittsburgh, PA 15212",4910 Tampering with or Fabricating Physical Evidence. / 5505 Public Drunkenness / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"Federal ST & Isabella ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.00402915,40.44755047
479,1975202,16155062,16,M,B,2016-09-13T09:15:00,"900 Block Second AV Pittsburgh, PA 15219",3702 Robbery of Motor Vehicle.,"Morgan ST & Webster AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.96892064,40.45114941
480,1975278,16159238,50,M,B,2016-08-24T21:03:00,"Bennett ST & N Lang AV Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 3809(a) Restriction on Alcoholic Beverages in Vehicle,"Bennett ST & N Lang AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89889311,40.45697092
481,1975350,16161438,54,F,W,2016-08-27T20:30:00,"5200 Block Second AV Pittsburgh, PA 15207",2701 Simple Assault.,"5200 Block Second AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.94318266,40.40593466
482,1975391,16162597,41,M,W,2016-08-29T16:24:00,"Salisbury ST & Josephine ST Pittsburgh, PA 15210",1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(32) Paraphernalia - Use or Possession,"Salisbury ST & Josephine ST Pittsburgh, PA 15210",South Side Slopes,3,1608,3,3,-79.96690833,40.41803035
483,1975496,16114230,50,M,W,2016-09-20T12:00:00,"600 Block First AV Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"5800 Block Hobart ST Pittsburgh, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92281353,40.43369393
484,1975514,16166955,15,F,O,2016-09-04T19:40:00,"1000 Block Lessing ST Pittsburgh, PA 15205",2701 Simple Assault.,"1000 Block Lessing ST Pittsburgh, PA 15205",Crafton Heights,6,2814,2,5,-80.04968579,40.44391784
485,1974435,16140307,44,M,B,2016-08-08T10:20:00,"5700 Block Baum BL Pittsburgh, PA 15206",907 Possessing Instruments of Crime. / 3304 Criminal Mischief. / 3934 Theft from Vehicle,"SIXTH PENN GARAGE Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,,,,
486,1974957,16152008,30,F,B,2016-08-14T16:30:00,"1400 Block Washington BL Pittsburgh, PA 15206",2702 Aggravated Assault.,"7000 Block Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.90178472,40.45654981
487,1974511,16142261,,F,W,2016-07-31T20:03:00,"400 Block Bingham ST Pittsburgh, PA 15203",2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness,"400 Block Bingham ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.99600058,40.42981796
488,1974549,16143572,47,M,B,2016-08-02T19:00:00,"600 Block Singer PL Pittsburgh, PA 15221",2701 Simple Assault.,"600 Block Singer PL Pittsburgh, PA 15221",East Hills,5,1306,,,-79.88257068,40.44724482
489,1974555,16143661,31,M,W,2016-08-06T11:45:00,"600 Block 1st AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,"500 Block Norton ST Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.01267544,40.42482426
490,1974771,16151456,52,M,W,2016-08-13T18:52:00,Zone 3,3127 Indecent Exposure. / 5901 Open Lewdness.,Zone 3,,3,,,,,
491,1974782,16151541,56,M,W,2016-08-13T22:05:00,"Tabor ST & Stafford ST Pittsburgh, PA 15204","5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property","Tabor ST & Stafford ST Pittsburgh, PA 15204",Esplen,6,2017,2,5,-80.05565408,40.46144724
492,1974786,16152126,25,M,W,2016-08-14T19:40:00,"6200 Block Penn AV Pittsburgh, PA 15206","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
493,1974891,16154785,26,M,B,2016-08-18T17:45:00,"400 Block Liberty AV Pittsburgh, PA 15222",9501 Bench Warrant,"400 Block Liberty AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00384927,40.44132638
494,1975516,16167300,40,M,W,2016-09-05T10:35:00,"300 Block Cedar AV Pittsburgh, PA 15212",3929 Retail Theft. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
495,1975149,16126651,54,M,B,2016-09-10T17:30:00,"1200 Block Brownsville RD Pittsburgh, PA 15210",2701 Simple Assault.,"1200 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.99016916,40.403795
496,1975155,16131001,30,F,W,2016-09-08T19:50:00,"900 Block SECOND AV Pittsburgh, PA 16219",13(a)(16) Possession of Controlled Substance,"300 Block E North AV Pittsburgh, PA 15212",Central Northside,1,2206,1,1,-80.00964027,40.45494869
497,1975209,16135926,58,M,B,2016-09-11T12:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary.,"3600 Block Forbes AV Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.9574405,40.44026446
498,1974517,16146330,26,M,B,2016-08-06T16:30:00,"Beltzhoover AV & Freeland ST Pittsburgh, PA 15210",3742.1 Accident Involv. Death/Inj. While not Licensed,"Beltzhoover AV & Freeland ST Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99731368,40.41910754
499,1974836,16152421,22,F,B,2016-08-15T11:15:00,"2400 Block Charcot ST Pittsburgh, PA 15210",2701 Simple Assault.,"2400 Block Charcot ST Pittsburgh, PA 15210",Arlington,3,1603,3,3,-79.97291755,40.41686896
500,1974845,16154598,28,M,B,2016-08-22T21:18:00,"900 Block Second AV Pittsburgh, PA 15219","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00366043,40.45302239
501,1974564,16146730,,M,B,2016-08-07T03:31:00,"300 Block Lehigh AV Pittsburgh, PA 15232",907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 3502 Burglary. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"5900 Block Centre AV Pittsburgh, PA 15206",Shadyside,4,705,8,2,-79.92740885,40.4591906
502,1975311,16161331,20,M,W,2016-08-27T17:31:00,"100 Block Duffland ST Pittsburgh, PA 15210",9501 Bench Warrant,"100 Block Duffland ST Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98497875,40.39218322
503,1974582,16146591,23,M,W,2016-08-07T00:10:00,"2000 Block S 18th ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"2000 Block S 18th ST Pittsburgh, PA 15203",South Side Slopes,3,1706,3,3,-79.97763695,40.42339236
504,1974888,16150306,25,M,B,2016-08-12T06:04:00,"200 Block Hammond ST Pittsburgh, PA 15204","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","200 Block Hammond ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.04851498,40.45677171
505,1974700,16144502,34,F,B,2016-08-11T00:30:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"100 Block Rhine PL Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99409859,40.4667862
506,1975024,16163086,29,M,W,2016-09-06T12:53:00,"1700 Block E Carson ST Pittsburgh, PA 15203",4915 Failure to Comply with Megans Law,"1800 Block Ringwalt ST Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.01954484,40.4075032
507,1975028,16144201,13,M,B,2016-08-31T15:34:00,"7200 Block Frankstown AV Pittsburgh, PA 15208",2701(a)(3) Simple Assault - Attempts by Physical Menace ,"N Lang AV & Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89925601,40.4560354
508,1974462,16138906,28,M,B,2016-08-22T13:00:00,"2500 Block Haymaker RD Monroeville, PA 15146",2702 Aggravated Assault.,"200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00366043,40.45302239
509,1974478,16143047,36,M,W,2016-08-01T23:52:00,"3400 Block Fleming AV Pittsburgh, PA 15212",2701 Simple Assault.,"3400 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03815717,40.47698002
510,1974497,16145477,31,M,B,2016-08-05T11:30:00,"600 Block Wood ST Pittsburgh, PA 15222","13(a)(32) Paraphernalia - Use or Possession / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","600 Block Wood ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99942351,40.44209205
511,1974609,16148499,29,M,B,2016-08-09T17:14:00,"500 Block Suismon ST Pittsburgh, PA 15212",9501 Bench Warrant,"500 Block Suismon ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00106313,40.45503857
512,1974613,16148548,22,M,B,2016-08-17T07:40:00,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault. / 3701 Robbery.,"Nadir WY & Bennett ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89718774,40.45658456
513,1974617,16118481,36,M,W,2016-08-25T13:15:00,"900 Block Second AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"7300 Block Butler ST Pittsburgh, PA 15201",Morningside,5,1014,7,2,-79.92134431,40.48793171
514,1974655,16149553,19,F,B,2016-08-11T08:56:00,"40 Block Maytide ST Pittsburgh, PA 15227","9093 Indirect Criminal Contempt / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","40 Block Maytide ST Pittsburgh, PA 15227",Carrick,3,2904,4,3,-79.97988396,40.38445001
515,1974976,16150775,34,M,B,2016-09-06T11:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery.,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00185334,40.43809116
516,1975117,16158212,22,F,W,2016-08-23T13:55:00,"200 Block Sagamore ST Pittsburgh, PA 15204",9093 Indirect Criminal Contempt,"200 Block Sagamore ST Pittsburgh, PA 15204",Esplen,6,2017,2,5,-80.05330326,40.46369908
517,1975119,16158218,37,F,B,2016-08-23T14:10:00,"5500 Block Centre AV Pittsburgh, PA 15232","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","5500 Block Centre AV Pittsburgh, PA 15232",Shadyside,4,709,7,2,-79.93643514,40.45663345
518,1975354,16161516,25,M,B,2016-08-27T23:56:00,"Auburn ST & Ashley ST Pittsburgh, PA 15206","3304 Criminal Mischief. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","Auburn ST & Ashley ST Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91561949,40.46283683
519,1975465,16129537,17,M,B,2016-09-19T17:30:00,Zone 2,3121 Rape. / 3123 Involuntary Deviate Sexual Intercourse. / 3126 Indecent Assault. / 3127 Indecent Exposure. / 4302 Incest.,Zone 5,,5,,,,,
520,1974685,16161382,16,M,B,2016-08-27T18:37:00,"Washington BL & Frankstown AV Pittsburgh, PA 15208",3925 Receiving Stolen Property. / 5121 Escape. / 3112 Traffic-Control Signals. / 3301 Driving on Right Side of Roadway. / 3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 1501(A) Valid Driver's License Required,"N Dallas AV & Meade ST Pittsburgh, PA 15208",Point Breeze North,4,1405,9,2,-79.90756218,40.45235503
521,1974726,16148327,19,M,B,2016-08-18T14:08:00,"1100 Block Pennsylvania AV Pittsburgh, PA 15233",903 Criminal Conspiracy. / 3701 Robbery.,"Brighton RD & W Ohio ST Pittsburgh, PA 15212",Fairywood,1,2808,1,1,-80.01401873,40.45240491
522,1974741,16150956,21,F,W,2016-08-13T01:58:00,"200 Block Robinson ST Pittsburgh, PA 15213",2701 Simple Assault.,"200 Block Robinson ST Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.96533382,40.44047972
523,1975076,16123391,44,M,W,2016-09-01T12:50:00,"600 Block 1st AV Pittsburgh, PA 15219",3927 Theft by Failure to Make Required Disp. of Funds,"500 Block El CT Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88978051,40.45062102
524,1975079,16133158,31,M,B,2016-09-01T14:21:00,"900 Block 2nd AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"N Negley AV & Rural ST Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.92940138,40.46562175
525,1975082,16141732,17,M,B,2016-09-01T11:58:00,"1400 Block Orator ST Pittsburgh, PA 15204","901 Criminal Attempt / 903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means","400 Block W Prospect AV Pittsburgh, PA 15205",Fairywood,6,2808,2,5,-80.08045872,40.44704736
526,1975084,16146087,62,M,B,2016-09-01T10:00:00,"2000 Block Centre AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"5th AV & Jumonville ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.97766428,40.43823421
527,1975030,16157307,38,M,W,2016-08-23T13:40:00,"600 Block 1st AV Pittsburgh, PA 15219",4904 Unsworn Falsification to Authorities.,"200 Block Forbes AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0021799,40.44052406
528,1975473,16126311,26,M,B,2016-09-18T03:37:00,"1400 Block Chicago ST Pittsburgh, PA 15214",3503(a) Criminal Trespass,"100 Block Penfort ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.00282222,40.4733496
529,1974552,16146679,41,M,B,2016-08-07T02:42:00,"Silver Lake DR & Washington BL Pittsburgh, PA 15206",3928 Unauthorized Use of Automobile and Other Vehicles. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Silver Lake DR & Washington BL Pittsburgh, PA 15206",Homewood West,5,1207,9,2,-79.90559538,40.46225948
530,1974553,16146686,32,F,W,2016-08-07T02:30:00,"1800 Block Banksville RD Pittsburgh, PA 15216",3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"1800 Block Banksville RD Pittsburgh, PA 15216",Beechview,6,1920,2,5,-80.0322774,40.40892293
531,1974765,16149396,26,M,B,2016-08-10T23:28:00,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 4302 Periods for Requiring Lighted Lamps. / 13(a)(16) Possession of Controlled Substance,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00562369,40.45922713
532,1974777,16151727,37,M,W,2016-08-14T02:58:00,"Mckenna AV & Kearns AV Pittsburgh, PA 15205",3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Noblestown RD & Poplar ST Pittsburgh, PA 15205",Westwood,6,2811,,,-80.05377329,40.42793843
533,1974846,16150654,37,F,W,2016-08-12T17:55:00,"4000 Block Butler ST Pittsburgh, PA 15201",3921 Theft by Unlawful Taking or Disposition. / 5104 Resisting Arrest or Other Law Enforcement.,"4000 Block Butler ST Pittsburgh, PA 15201",Central Lawrenceville,2,901,7,2,-79.96167739,40.46869308
534,1975125,16156856,32,F,W,2016-08-21T16:34:00,"4400 Block Penn AV Pittsburgh, PA 15224",4304(a)(1) Endangering Welfare of Children.,"1100 Block Banksville RD Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.03026807,40.41991044
535,1975055,16159325,21,M,U,2016-08-24T23:58:00,"Bellefonte ST & Comet WY Pittsburgh, PA 15232",5505 Public Drunkenness / 3934 Theft from Vehicle,"Bellefonte ST & Comet WY Pittsburgh, PA 15232",Shadyside,4,703,8,2,-79.93360126,40.45072719
536,1975066,16159366,23,M,B,2016-08-25T09:30:00,"500 Block N Euclid AV Pittsburgh, PA 15206",2701 Simple Assault.,"500 Block N Euclid AV Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.92520513,40.46676
537,1975072,16159571,31,F,W,2016-08-25T11:25:00,"2000 Block Wharton ST Pittsburgh, PA 15203",3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession,"2000 Block Wharton ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.97681333,40.43002082
538,1975208,16160805,29,F,B,2016-08-27T00:04:00,"1500 Block Nobles LANE Pittsburgh, PA 15210",4304(a)(1) Endangering Welfare of Children. / 9501 Bench Warrant / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1500 Block Nobles LANE Pittsburgh, PA 15210",Carrick,3,2901,4,3,-79.99788395,40.3988771
539,1975532,16165979,24,M,B,2016-09-03T08:00:00,"100 Block S 13th ST Pittsburgh, PA 15203",13(a)(32) Paraphernalia - Use or Possession,"100 Block S 13th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98545585,40.42704846
540,1975534,16165979,25,M,B,2016-09-03T08:00:00,"100 Block S 13th ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"100 Block S 13th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98545585,40.42704846
541,1975383,15225142,52,M,O,2016-09-13T20:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"5100 Block Margaret Morrison ST Pittsburgh, PA 15213",Squirrel Hill North,4,1401,5,3,-79.94148606,40.44166849
542,1975527,16167451,37,M,B,2016-09-05T16:27:00,"200 Block Forbes AV Pittsburgh, PA 15222",5505 Public Drunkenness / 5901 Open Lewdness. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"200 Block Forbes AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0021799,40.44052406
543,1975341,16162725,43,F,W,2016-08-29T21:45:00,"2700 Block S Water ST Pittsburgh, PA 15203",3742 Accidents Involving Death or Personal Injury / 3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department / 3742.1 Accident Involv. Death/Inj. While not Licensed,"3100 Block E Carson ST & Sarah ST Pittsburgh, PA 15203",South Side Flats,3,1609,,,,
544,1975355,16162844,26,M,B,2016-08-29T23:30:00,"800 Block Sebring AV Pittsburgh, PA 15216",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"800 Block Sebring AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02299777,40.41309915
545,1974554,16145639,50,M,B,2016-08-05T16:27:00,"200 Block N Fairmount ST Pittsburgh, PA 15206","5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","5900 Block Penn CIR Pittsburgh, PA 15206",Shadyside,4,705,9,2,-79.92678426,40.46163081
546,1974563,16147118,49,F,B,2016-08-07T20:23:00,"Miltenberger ST & Tustin ST Pittsburgh, PA 15219",9501 Bench Warrant,"Miltenberger ST & Tustin ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.98146435,40.43705773
547,1974688,16145920,35,M,B,2016-08-06T00:43:00,"300 Block Suncrest ST Pittsburgh, PA 15210","2706 Terroristic Threats. / 3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","300 Block Suncrest ST Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.99322262,40.41055218
548,1974955,16119398,20,F,B,2016-09-06T13:40:00,"600 Block Smithfield ST Pittsburgh, PA 15222",9015 Failure To Appear/Arrest on Attachment Order,"200 Block 5th AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00207379,40.44122843
549,1974936,16154181,23,F,W,2016-08-17T19:12:00,"Marland ST & Grimes AV Pittsburgh, PA 15210",4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Marland ST & Grimes AV Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.99286701,40.41192558
550,1974879,16150271,33,F,B,2016-08-12T05:20:00,"1100 Block Mellon ST Pittsburgh, PA 15206",2701 Simple Assault.,"1100 Block Mellon ST Pittsburgh, PA 15206",Highland Park,5,1102,7,2,-79.92259729,40.47481474
551,1975121,16157959,26,M,W,2016-08-30T04:00:00,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Liberty AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99793652,40.44288811
552,1975259,16156391,,M,B,2016-08-20T20:22:00,"7200 Block Frankstown AV Pittsburgh, PA 15208",2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"7200 Block Frankstown AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89625374,40.45732934
553,1974817,16057881,28,M,W,2016-09-02T18:16:00,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance,"400 Block Brownsville RD Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.98912555,40.41324466
554,1974699,16148733,41,M,W,2016-08-10T02:20:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",9501 Bench Warrant / 9093 Indirect Criminal Contempt,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00185334,40.43809116
555,1974558,16145474,21,M,W,2016-08-05T11:30:00,"300 Block Cedar AV Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
556,1974605,16146035,39,M,W,2016-08-14T05:30:00,"1900 Block Gebhart ST Pittsburgh, PA 15212",3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 3733 Fleeing or Attempting to Elude Police Officer / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"1900 Block Gebhart ST Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.98603744,40.46876597
557,1974659,16147160,13,F,B,2016-08-07T22:29:00,"Nolan CT & Mohler ST Pittsburgh, PA 15221",2702 Aggravated Assault.,"Nolan CT & Mohler ST Pittsburgh, PA 15221",Homewood North,5,1301,9,2,-79.88696529,40.45941134
558,1974660,16155816,17,F,B,2016-08-28T05:25:00,"600 Block 1st AV Pittsburgh, PA 15219",1501 Drivers Required to be Licensed. / 3743 Accidents Involving Damage to Attended Veh. or Property,"Watson ST & Chatham SQ Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.99098782,40.43836444
559,1974441,16142790,26,M,B,2016-08-01T14:55:00,"Fireman WY & Leduc WY Pittsburgh, PA 15212",907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"Fireman WY & Leduc WY Pittsburgh, PA 15212",Central Northside,1,2503,6,1,-80.00896768,40.45769415
560,1974442,16142800,42,F,W,2016-08-05T15:30:00,"600 Block 1st AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department / 3742.1 Accident Involv. Death/Inj. While not Licensed,"2700 Block West Liberty AV Pittsburgh, PA 15226",Brookline,6,1919,7,6,-79.9756143,40.45484762
561,1974577,16144429,48,M,B,2016-08-03T22:45:00,"Sarah ST & Steve Seventy WY Pittsburgh, PA 15203",9501 Bench Warrant,"Sarah ST & Steve Seventy WY Pittsburgh, PA 15203",South Side Flats,3,1609,3,3,-79.96428094,40.42417262
562,1974597,16145108,42,F,W,2016-08-11T08:47:00,"600 Block 1st AV Pittsburgh, PA 15219",901 Criminal Attempt / 903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2902 Unlawful Restraint.,"Cedar AV & E OHIO ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00169385,40.45331224
563,1975057,16152599,29,M,W,2016-08-15T17:17:00,"900 Block Mina ST Pittsburgh, PA 15212",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"900 Block Mina ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99918422,40.46894945
564,1975061,16152606,35,M,B,2016-08-15T16:26:00,"100 Block Knox AV Pittsburgh, PA 15210",3502 Burglary. / 13(a)(32) Paraphernalia - Use or Possession,"100 Block Knox AV Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.99064494,40.41555294
565,1975175,16158647,52,F,B,2016-08-24T02:34:00,"Frankstown AV & N Murtland ST Pittsburgh, PA 15208",5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 7513 Restriction on Alcoholic Beverages - Open Container,"Frankstown AV & N Murtland ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90111541,40.45848988
